"id_productos";"id_categorias";"desc_productos"
2730;1;"Nurai_MD-1749-14(XL)"
2731;7;"Mardaz_EN6YGNAF-green-XL"
2732;7;"twh_CP-F-61-Free size"
2733;8;"Rajesh_RAJ010"
2734;1;"Mardaz_mardazgfrowomen-green-M"
2735;7;"sst_Blue Chin-Regular fit-Medium"
2736;7;"C-tee_Pack of 3 Independence Day  T-Shirts-S"
2737;1;"AKL_A131133522_MS-16_Lemon Green"
2738;7;"mardaz_mardaz-00031-M"
2739;11;"tcl_40 inch D2720 Full HD LED TV"
2740;7;"C-tee_Pack of 3 Chand Sitara T-Shirts-S"
2741;6;"Relaxsit_RS-47"
2742;2;"vers_Skin Whitening Natural Moisturizing Lotion-250ml"
2743;7;"UC_Pack of 3 R-neck (GLP)-XL"
2744;7;"HOL_A-901BL-42"
2745;7;"Mardaz_mardaz-999-green-L"
2746;12;"HP_ 15-AB202TX _clear"
2747;7;"Mardaz_EN6YGNAF-green-M"
2748;16;"CITY_White Frock Half Sleeves-6.5 - 8 yrs - Size 30"
2749;5;"mm_AG-180GL"
2750;7;"Mardaz_mardaz-999-green-M"
2751;16;"zubairco_JOJI 2013 Black"
2752;12;"Audionic G-6 USB Glance Speaker "
2753;12;"Audionic X-BOOM 4"
2754;7;"Hawks_A48-Brown_42"
2755;7;"urban_UR103-Regular Fit 16.5"
2756;3;"MDF 002_Pistachios Salted 250 gm"
2757;6;"sstop_MagicMugHot"
2758;1;"ESPICO_2nd Skin-Skin-40"
2759;8;"C-tee_Pakistani Angry Bird Kids Yellow T-Shirt-XL"
2760;1;"Emo-WB-25528 Greyish Wool Long CoatMedium"
2761;4;"Q Mobile-R2500 B.GOLD W.GOLD"
2762;15;"liberty_9780751565355"
2763;2;"HOS-m_CKI2UM100"
2764;6;"Maguari_TTBT-2"
2765;2;"phub_Charlie  by Revlon 100ml EDT"
2766;7;"AC_156"
2767;3;"HR_Kashmiri Mixture 200g"
2768;8;"C-tee_Minar-e-Pakistan Kids Black T-Shirt-S"
2769;3;"HR_Gup Shup Peanuts 200g"
2770;3;"HR_Shahi Mixture 200g"
2771;1;"ESPICO_Cotton fancy Bra-Skin-32"
2772;3;"HR_Panchrattan 200g"
2773;3;"HR_Khatta Meetha 200g"
2774;3;"HR_Dal Biji 200g"
2775;7;"twh_GRTES214-M"
2776;7;"twh_GRTES214-XL"
2777;7;"C-tee_Pack of 3 Independence Day  T-Shirts-XL"
2778;4;"Q Mobile-C15"
2779;1;"twh_TSW160-M"
2780;7;"Mardaz_mdz-whg-White-L"
2781;3;"MDF 006_Walnuts (Without Shell) 250 gm"
2782;3;"cr_CASHEW NUT PLAIN-200 GM"
2783;3;"MDF 003_Pistachios Plain 250 gm"
2784;7;"Mardaz_EN6YGNAF-green-S"
2785;4;"Bparcel_2600mAh-BLACK"
2786;14;"emart_0-48"
2787;8;"C-tee_Red Angry Bird Kids T-Shirt-M"
2788;1;"bata_bags_9052413-Grey"
2789;1;"AKL_DL-24-MULTI"
2790;1;"AKL_DL-08-MULTI"
2791;1;"Teenz_E-H7"
2792;8;"C-tee_Pakistani Butterfly Kids Pink T-Shirt-XL"
2793;7;"R-tree_RT2492-XL"
2794;1;"mardaz_mardaz-00076-Standard Sixe"
2795;7;"qzs_bundle2"
2796;7;"C-tee_Pack of 3 Independence Day  T-Shirts-L"
2797;7;"Assetmen_MD-298-M"
2798;2;"emart_0-46"
2799;7;"Emo_PS-28554-XL"
2800;15;"Paramount_9781908533487"
2801;8;"C-tee_Pack of 2 Pakistani Angry Bird Kids T-Shirts-M"
2802;7;"C-tee_Minar-e-Pakistan Black T-Shirt-S"
2803;16;"zubairco_Lunch boxes0215 Red"
2804;1;"ESPICO_050-Fancy Nylon Bra-Black-38"
2805;1;"AKL_A131133509_MS-10_Black"
2806;7;"Mardaz_EN6YGNAF-green-L"
2807;7;"UC_Black Plain Polo-XL"
2808;6;"edukaan_5044"
2809;16;"barico_BS0074"
2810;7;"mardaz_mardaz-00030-L"
2811;13;"Fmate_Shish Taouk Dry Marinade"
2812;7;"naushemian_0013-XL"
2813;7;"Mardaz_mdz-whg-White-S"
2814;5;"mm_AG-2062"
2815;7;"Getiit_J 101"
2816;14;"nutrifactor_NF0026"
2817;14;"Telemall_MM-DR-MB"
2818;13;"Fmate_Delhi Shahi Nehari (Boneless)"
2819;3;"UK_Bangali Rasgulla Tin Pack 1000 Gms"
2820;14;"nutrifactor_NF0022"
2821;15;"liberty_9789350293478"
2822;15;"liberty_9789382993919"
2823;15;"liberty_9789351365846"
2824;12;"MACBOOK PRO 15-INCH 2.2GHZ QuadCore i7"
2825;7;"bata_comfit-8644505-41-7"
2826;7;"bata_comfit-8616511-41-7"
2827;7;"C-tee_Support the Army White T-Shirt-XL"
2828;14;"Popular International_On call Extra Meter "
2829;8;"AT-ZBP-21"
2830;1;"Mardaz_MDZ-956-green-Free size"
2831;2;"phub_Feelings  by Rasasi 60ml EDP"
2832;1;"Teenz_R-0124"
2833;16;"CITY_White Shirt Half Sleeves Prep to X-5 - 6.5 yrs - Size 22"
2834;16;"CITY_Grey Short Prep to IV-5 - 6 yrs - Size 13"
2835;16;"zubairco_ Water Bottle 1603-25 Red"
2836;16;"zubairco_Lunch Boxjz970 Red"
2837;8;"J&J_JJNR42"
2838;16;"barico_BS0137"
2839;7;"R-tree_RT1345-Medium"
2840;9;"BO_Royal Castle Baby Pool"
2841;7;"Ctees_Spiderman golden"
2842;9;"BO_intex-sharkspray-grey"
2843;8;"C-tee_Pakistani Angry Bird Kids Yellow T-Shirt-S"
2844;1;"Teenz_R-0114"
2845;4;"Huawei_Y560"
2846;6;"edukaan_5002"
2847;16;"swi_MXP10"
2848;16;"swi_MXP3"
2849;2;"joko_NJCI09158-B"
2850;16;"zubairco_JOJI 124 Turquoise"
2851;6;"tram_TT23461283"
2852;5;"R&I_Homage Inverter 1000VA"
2853;1;"Mardaz_14-001 -White-Free size"
2854;5;"ST_ ST1500"
2855;4;"Rubian_rubian-8741-2926235-3-zoom"
2856;16;"barico_BS007-"
2857;16;"barico_BS009-"
2858;2;"Atiqa_BWK"
2859;2;"mau_118850"
2860;2;"mau_118922"
2861;11;"orient_32Inches-G6530-HDLEDTV"
2862;16;"zubairco_3d_bug"
2863;16;"swi_CP3360"
2864;7;"Assetmen_MD-428-M"
2865;8;"Edukaan_201072"
2866;6;"Turbo_100167"
2867;6;"Pak_Vase Mini V-312"
2868;6;"Turbo_100194"
2869;16;"barico_BS0109"
2870;4;"Bparcel_2600mAh-PINK"
2871;16;"zubairco_peliken pencil boxpeliken pencils"
2872;5;"osaka_18.5W LED Bulb E27 W/W"
2873;16;"BSSN_Waist Belt Logo on Buckle-Large"
2874;7;"Carson Black_CB-01-002-XL"
2875;4;"sstop_styluspen"
2876;5;"osaka_Rechargable light # OS-6603"
2877;7;"Mardaz_3green-Multicolor-M"
2878;16;"zubairco_Lunch Boxjz970 Dark Blue"
2879;16;"zubairco_Water Botle 9253b Blue"
2880;7;"AKL_131697984_FMSZ003White"
2881;16;"zubairco_222_stapler"
2882;5;"rub_Rubian_Mini Portable Flexible USB Lamp"
2883;5;"emart_0-20"
2884;1;"AKL_A131133560_MS-32_Pink"
2885;14;"zaid ul shifa_Pain Release Oil"
2886;8;"Senorita_KAK-739-SGN-22"
2887;7;"CPW- 8B Brown "
2888;8;"J&J_JJNR29"
2889;7;"Mardaz_3green-Multicolor-S"
2890;14;"greenroot_Miracle Oil"
2891;12;"Bparcel_dell-65w"
2892;7;"PucaM_SS-15-BROWN-42"
2893;9;"LC_8002135125209"
2894;2;"mau_116373"
2895;4;"Edifier_ K210"
2896;7;"qzs_Maroon Polo Shirt"
2897;6;"Fpakistan_FP002"
2898;16;"Paramount_9789812808158"
2899;16;"Paramount_9789812856319"
2900;16;"oxford_9780199127252"
2901;7;"C-tee_Support the Army White T-Shirt-M"
2902;7;"emo_Emo-MH-19888-S"
2903;8;"stinnos_A024-Anger"
2904;16;"rebelz_Batman v Superman 4 Subjects Notebook"
2905;4;"Audionic_BT-130"
2906;6;"emart_0-38"
2907;1;"bata_leena-6618940-38-5"
2908;11;"tcl_32 inch D2730 Golive-2 LED TV"
2909;7;"PucaM_atlas-black red-43"
2910;1;"mardaz_mardaz-00065-Standard Sixe"
2911;1;"shubinak_SWW-F14-Shirt-014A-M - 36"
2912;4;"Xenium_JC-2016125"
2913;2;"mau_114974"
2914;7;"sputnik_749/D14-10"
2915;6;"kkc_Stiff On - Starch Spray"
2916;16;"edukaan_7032-A4 - 300 Pages"
2917;7;"R-tree_RT4171-Large"
2918;7;"ashbroe_ABGW-115(a)"
2919;1;"Hawks_A31"
2920;4;"WMA_YT-1288 - Selfie Stick"
2921;7;"Mardaz_mardaz-999-green-XL"
2922;1;"Fusamm Lawn_2-A"
2923;11;"cdbank_00210"
2924;16;"BSS_Royal Blue Sash"
2925;16;"BSS_Royal Blue Dupatta"
2926;16;"BSS_White Kameez Half Sleeves-10 - 12 yrs - Size 34"
2927;16;"BSS_White Shalwar-9 - 10 yrs - Size 34"
2928;14;"nutrifactor_NF0031"
2929;4;"samsung_ETA-U90JWSR_48"
2930;4;"Apple iPhone 6 Plus (16GB) Space Grey"
2931;7;"PucaM_FLASH-BLACK-42"
2932;1;"ESPICO_Multi Set-Golden-32"
2933;16;"CITY_White Shirt Half Sleeves Prep to X-6.5 - 8 yrs - Size 24"
2934;16;"CITY_Grey Short Prep to IV-7 - 8 yrs - Size 15"
2935;16;"CITY_Maroon and dark grey strip tie-Small"
2936;16;"CITY_Pant Belt"
2937;8;"J&J_JJQS-003S"
2938;1;"AKL_A131130446_SS-133_Green"
2939;7;"dwm_Masculine K2H27126 "
2940;14;"vitamin_Vigour"
2941;14;"vitamin_Size Up Vitamins"
2942;1;"Needles_FBD-4415"
2943;7;"PucaM_FLYNET NAVY-45"
2944;7;"bata_wein-8839154-44-10"
2945;4;"WMA_Sense 9 - 25000 mah "
2946;7;"PucaM_FLYNET NAVY-44"
2947;7;"UC_SP-065-S"
2948;4;"dany_Dany Genius Tab-II"
2949;5;"anex_130"
2950;7;"SA_302033-15.5"
2951;7;"qzs_QZS-071-XL"
2952;4;"nvc_3D VR Box"
2953;1;"Xenium_JEW-201698"
2954;13;"Fmate_Chicken Reshmi Kofta Curry"
2955;8;"stinnos_A011"
2956;12;"Audionic_BT-570"
2957;8;"J&J_JJR-2"
2958;9;"WB_T-75-M"
2959;5;"Rajesh_RAJ024"
2960;8;"C-tee_Red Angry Bird Kids T-Shirt-XL"
2961;1;"Naushemian_#0029-Pstachio Green-M"
2962;6;"edukaan_5040w"
2963;4;"shoppers stop_Bluetoothshutter-2"
2964;1;"mardaz_mardaz-00059-Standard Sixe"
2965;8;"babyw_7160"
2966;1;"Ego_E02436-BK0-Black-XSM"
2967;7;"aw_PKS-0013-White-S"
2968;16;"barico_BS0085"
2969;4;"Hot 3 Pro Grey Hazir-Islamabad"
2970;2;"vers_Hair Removal Cream - Rose-60ml"
2971;4;"Hot 3 Pro Grey Hazir-Lahore"
2972;4;"Hot 3 Pro Grey Hazir-Rawalpindi"
2973;13;"PNG_Pampers_10003444-Islamabad"
2974;13;"PNG_pampers_10004049-Islamabad"
2975;4;"Zero 3 Hazir-Gold-Islamabad"
2976;8;"BO_Guitar-Pktoy-Wooden"
2977;4;"Zero 3 Hazir-Grey-Karachi"
2978;4;"Zero 3 Hazir-Grey-Lahore"
2979;4;"Zero 3 Hazir-Gold-Lahore"
2980;4;"Zero 3 Hazir-Grey-Rawalpindi"
2981;4;"Zero 3 Hazir-Gold-Rawalpindi"
2982;13;"PNG_pampers_10004049-Karachi"
2983;4;"Note 2 Hazir-Gold-Islamabad"
2984;4;"Note 2 Hazir-Grey-Islamabad"
2985;4;"Note 2 Hazir-Gold-Karachi"
2986;4;"Note 2 Hazir-Grey-Karachi"
2987;13;"PNG_pampers_10004049-Lahore"
2988;4;"Note 2 Hazir-Grey-Lahore"
2989;4;"Note 2 Hazir-Gold-Rawalpindi"
2990;13;"PNG_pampers_10004049-Rawalpindi"
2991;4;"Note 2 Hazir-Grey-Rawalpindi"
2992;13;"PNG_Pampers_10004048-Islamabad"
2993;13;"PNG_Pampers_10004048-Karachi"
2994;13;"PNG_Pampers_10004048-Lahore"
2995;13;"PNG_Pampers_10004048-Rawalpindi"
2996;13;"PNG_Pampers_10004047-Islamabad"
2997;13;"PNG_Pampers_10004047-Karachi"
2998;13;"PNG_Pampers_10004047-Lahore"
2999;13;"PNG_Pampers_10004047-Rawalpindi"
3000;1;"LALA_SSC-008C"
3001;6;"L&L_LLHAP616W"
3002;13;"PNG_Pampers_10004046-Islamabad"
3003;13;"PNG_Pampers_10004046-Karachi"
3004;13;"PNG_Pampers_10004046-Lahore"
3005;13;"PNG_Pampers_10004046-Rawalpindi"
3006;13;"PNG_Pampers_10003596-Islamabad"
3007;13;"PNG_Pampers_10003596-Karachi"
3008;13;"PNG_Pampers_10003596-Lahore"
3009;13;"PNG_Pampers_10003596-Rawalpindi"
3010;7;"Q&Q_KW76J302Y"
3011;13;"PNG_Pampers_10003595-Islamabad"
3012;13;"PNG_Pampers_10003595-Karachi"
3013;13;"PNG_Pampers_10003595-Lahore"
3014;13;"PNG_Pampers_10003595-Rawalpindi"
3015;13;"PNG_Pampers_10003594-Islamabad"
3016;13;"PNG_Pampers_10003594-Karachi"
3017;13;"PNG_Pampers_10003594-Lahore"
3018;13;"PNG_Pampers_10003594-Rawalpindi"
3019;4;"Xenium_MBC-2016127"
3020;13;"PNG_Pampers_10003452-Islamabad"
3021;5;"YC_Ease Barbeque Grill"
3022;13;"PNG_Pampers_10003452-Karachi"
3023;7;"Assetmen_MD-404-BLUE-L"
3024;13;"PNG_Pampers_10003452-Lahore"
3025;13;"PNG_Pampers_10003452-Rawalpindi"
3026;13;"PNG_Pampers_10003451-Islamabad"
3027;6;"himalayan_Natural Salt Lamp 2"
3028;13;"PNG_Pampers_10003451-Rawalpindi"
3029;13;"PNG_Pampers_10003451-Karachi"
3030;16;"Bata_Bfirst-3511015-"
3031;13;"PNG_Pampers_10003451-Lahore"
3032;13;"PNG_Pampers_10003450-Islamabad"
3033;13;"PNG_Pampers_10003450-Karachi"
3034;13;"PNG_Pampers_10003450-Lahore"
3035;13;"PNG_Pampers_10003450-Rawalpindi"
3036;1;"R-treeW_SHU1701-S"
3037;13;"PNG_Pampers_10003449-Islamabad"
3038;13;"PNG_Pampers_10003449-Karachi"
3039;13;"PNG_Pampers_10003449-Lahore"
3040;13;"PNG_Pampers_10003449-Rawalpindi"
3041;13;"PNG_Pampers_10003447-Islamabad"
3042;13;"PNG_Pampers_10003447-Karachi"
3043;13;"PNG_Pampers_10003447-Lahore"
3044;13;"PNG_Pampers_10003447-Rawalpindi"
3045;13;"PNG_Pampers_10003446-Islamabad"
3046;13;"PNG_Pampers_10003446-Karachi"
3047;1;"sanasafinaz_march16_7B-Nationwide Delivery"
3048;13;"PNG_Pampers_10003446-Lahore"
3049;13;"PNG_Pampers_10003446-Rawalpindi"
3050;7;"qzs_QZS-025-Medium"
3051;4;"dany_Pb-55"
3052;12;"Lunarl-500"
3053;4;"Note 2 Hazir-Gold-Lahore"
3054;4;"samsung_EP-TA20F_36"
3055;7;"AJ_Jersey Asia Cup 2016_XL"
3056;7;"SSB_Belt-5-Brown"
3057;8;"J&J_JJNR62"
3058;1;"mardaz_mardaz-00061-Standard Sixe"
3059;1;"mardaz_mardaz-00066-Standard Sixe"
3060;2;"mau_116375"
3061;2;"mau_116374"
3062;7;"PC_1P SP CRW-004"
3063;2;"Hstyle_HW-2016178"
3064;2;"Hstyle_HW-2016177"
3065;2;"mau_116848"
3066;2;"Atiqa_ASLE-17"
3067;4;"Q Mobile-L1"
3068;7;"twh_Prntclshrt10-Grey,Blue,White-S"
3069;7;"C-tee_Support the Army White T-Shirt-S"
3070;8;"Edukaan_201098"
3071;7;"PucaM_SS-15-LIGHT BROWN-43"
3072;11;"Sony_DZ 350"
3073;7;"Ctees_ Jaguar Metal Keychain"
3074;7;"TM_TM/BKR-002-L"
3075;6;"emart_0-28"
3076;5;"royal_Royal Regent Plastic Room Air Cooler"
3077;6;"Maguari_BPS3-B-King"
3078;1;"AKL_A131133495_MS-04_Purple"
3079;1;"AKL_A131133498_MS-05_Grey"
3080;4;"Haier_G30"
3081;7;"aw_PKS-0013-White-M"
3082;7;"CU-0103-Slim Fit Medium"
3083;7;"Tiraaz_Tm-01-004-S"
3084;7;"SSW_WC-01-S"
3085;7;"Mardaz_mdz-whg-White-XL"
3086;13;"PNG_Pampers_10003445-Islamabad"
3087;13;"PNG_Pampers_10003445-Karachi"
3088;7;"Mardaz_mardaz-GT006-green-L"
3089;7;"aw_PKS-0009-Hunter Green-S"
3090;7;"KHAYL_MCS-SS16-05-Medium"
3091;12;"maideng_B1818-RED"
3092;13;"Fmate_Coconut Halwa"
3093;6;"Relaxsit_RS-70"
3094;6;"emart_0-27"
3095;7;"twh_GRTES220-L"
3096;1;"AKL_A131130538_SS-170_Green"
3097;16;"barico_BS0133"
3098;7;"R-tree_RT1345-Small"
3099;7;"KHAYL_MCS-SS16-01-REGULAR FIT-M"
3100;7;"aw_PF-0001-Green & White-S"
3101;7;"aw_PF-0001-Green & White-M"
3102;16;"zubairco_221_stapler"
3103;1;"ESPICO_Cotton Cross-Skin-38"
3104;13;"Fmate_Lakhnawy Kabab"
3105;1;"mardaz_mardaz-half-001-M"
3106;3;"MDF 010_Chanas 250 gm"
3107;1;"AKL_A131133523_MS-17_Pink"
3108;7;"Mardaz_mardaz-GT006-green-S"
3109;7;"Mardaz_mardaz-999-green-S"
3110;1;"Rabia_1-B"
3111;1;"LALA_SSC-014A"
3112;4;"sstop_dockcharger"
3113;7;"Emo-TS-15087 Black V-Neck T-ShirtMedium"
3114;7;"R-tree_RT2458-Medium"
3115;2;"kcc_krone-Xtreme Mantastic Deodarant"
3116;8;"stinnos_1010"
3117;7;"urban_PT002-L"
3118;1;"Mardaz_mardazgfrowomen-green-L"
3119;7;"Carson Black_CB-01-002-L"
3120;12;"Bparcel_85W-SAFE2"
3121;3;"cr_MABROOM DATES (375 GM)"
3122;7;"Mardaz_mardaz-GT006-green-XL"
3123;7;"PucaM_SS-2715-CAMEL-42"
3124;4;"samsungBANYAN DS B350E"
3125;13;"Fmate_Bhindi Masala"
3126;4;"nvc_Poweradd Apollo - 7200 mAh - Solar Battery Charger For Smart"
3127;7;"ART_PKOO-0716-M"
3128;13;"Fmate_Moong Daal Halwa"
3129;7;"ART_PKOO-0716-S"
3130;7;"ART_PKOO-0716-XL"
3131;8;"Trans2_LW 11"
3132;8;"babyw_rompers$5"
3133;13;"Fmate_Chicken Malai Boti"
3134;16;"barico_BS012-"
3135;7;"salience_SK104-L"
3136;1;"sap_Sparkling Grey Flip Flops-6"
3137;1;"sap_Brown Flip Flops -6"
3138;1;"sap_Flip Flops with Glass-6"
3139;9;"wb_T-27-XL"
3140;11;"Dany_Rex-65"
3141;4;"Zero 3 Hazir-Gold-Karachi"
3142;7;"UC_SP-065-M"
3143;7;"urban_URT019-S"
3144;7;"ART_PKCT-0716-M"
3145;4;"WMA_Data Cable CB12 "
3146;2;"emart_0-44"
3147;5;"ST_STKM4000"
3148;7;"R-tree_RTP054-32"
3149;7;"aw_PKS-0009-Hunter Green-M"
3150;11;"MT_SOL 40D33"
3151;7;"aw_PKS-0009-Hunter Green-XL"
3152;7;"aw_LLP-0005-Hunter Green-L"
3153;2;"greenroot_rose water 500ml"
3154;8;"J&J_JJR-8"
3155;4;"Hot 3 Gold Hazir-Lahore"
3156;1;"ESPICO_Cotton Cross-Skin-36"
3157;7;"Amk_S-03-L"
3158;12;"samsung_ EO-EG920BW_76"
3159;7;"ART_PKCT-0716-L"
3160;7;"ART_PKCT-0716-S"
3161;7;"Mardaz_3green-Multicolor-L"
3162;7;"aw_PKS-0005-Kelly Green-L"
3163;7;"aw_PKS-0005-Kelly Green-XL"
3164;7;"ART_PKCT-0716-XL"
3165;1;"mardaz_mardaz-00048-M"
3166;7;"aw_PKS-0001-Parrot Green-M"
3167;7;"aw_PKS-0013-White-L"
3168;6;"Fpakistan_FP038"
3169;16;"CITY_White Kameez-13 - 14 yrs - Size 38"
3170;4;"Q MOBILE Noir X10"
3171;7;"aw_PKS-0017-Kelly Green, Hunter Green, White-M"
3172;2;"Philips_Bundle Offer AT890 HP 8110"
3173;7;"UC_Maroon-XL"
3174;7;"ART_PKOO-0716-L"
3175;7;"Mardaz_mardaz-GT006-green-M"
3176;7;"aw_PKS-0013-White-XL"
3177;7;"aw_PKS-0005-Kelly Green-M"
3178;2;"phub_Relation Pour Homme  by Rasasi 50ml EDP"
3179;1;"AC_ac135-red&black"
3180;7;"aw_PKS-0009-Hunter Green-L"
3181;16;"barico_BS0086"
3182;4;"WMA_Sense 4 Plus - 10400 mah "
3183;4;"samsung_ETA-U90JWSA_31"
3184;4;"Rubian_other-5281-7004091-3-zoom"
3185;5;"WT-70H3200-MG"
3186;7;"aw_LLP-0017-Black-M"
3187;7;"aw_LLP-0017-Black-S"
3188;13;"PNG_Pampers_10003445-Lahore"
3189;7;"aw_LLP-0017-Black-L"
3190;13;"PNG_Pampers_10003445-Rawalpindi"
3191;4;"Hot 3 Gold Hazir-Islamabad"
3192;13;"PNG_Pampers_10003444-Karachi"
3193;7;"Hawks_A8"
3194;1;"AKL_A131128720_SS-14_Grey"
3195;7;"Mardaz_3green-Multicolor-XL"
3196;6;"lamp_Lamp Shade Umbrella3S"
3197;13;"PNG_Pampers_10003444-Lahore"
3198;13;"PNG_Always_10004055-Islamabad"
3199;7;"aw_LLP-0005-Hunter Green-M"
3200;5;"Royal_Deluxe 36"
3201;5;"osaka_5W  Energy Saver Spiral  B22  W/W  "
3202;14;"vitamin_Acidity Relief Formula"
3203;14;"vitamin_Ultra Force"
3204;7;"R-tree_RT1398-Small"
3205;13;"Fmate_Lahori Choley"
3206;13;"Fmate_Chicken Achari (Boneless)"
3207;13;"Fmate_Chicken Karahi  (Boneless)"
3208;16;"edukaan_7083-Medi - 200"
3209;5;"tram_TT20170730"
3210;5;"osaka_Rechargable Light # OS-6006B"
3211;1;"Tna_HB-05B"
3212;13;"PNG_Always_10004055-Karachi"
3213;5;"jackpot_JP-176 Gold"
3214;1;"amnaismail_AIL-375-A"
3215;1;"amnaismail_AIL-380-B"
3216;1;"LALA_LME-01-B"
3217;1;"AKL_A131130460_SS-136_Grey"
3218;1;"AKL_A131130458_SS-135_Maroon"
3219;1;"AKL_A131128828_SS-102_Brown"
3220;1;"AKL_A131128795_SS-47_Green"
3221;1;"AKL_A131128855_SS-64_Pink"
3222;8;"J&J_JJCC-026"
3223;6;"pak_|SP-2"
3224;16;"edukaan_7013-A4 - 300 Pages"
3225;4;"Hot 3 Gold Hazir-Rawalpindi"
3226;6;"shoppers stop_EmergencyBulb-6"
3227;7;"emo_Emo-TB-25212-L"
3228;10;"Vouch 365 2016"
3229;2;"kcc_krone-Xtreme Persona Deodarant"
3230;1;"AKL_A131130496_SS-150_Orange"
3231;1;"LALA_SSC-007A"
3232;1;"LALA_SSC-006B"
3233;3;"MDF 012_Coconuts 250 gm"
3234;7;"R-tree_RT4172-S"
3235;1;"mardaz_mardaz-00110-M"
3236;6;"emart_0-29"
3237;7;"UC_Charcoal -tt-S"
3238;11;"Haier_LE 42B9000"
3239;6;"coleman_Blue 1/2 Gal Jug "
3240;7;"R-tree_RTP056-38"
3241;7;"UC_Sp-046-Large"
3242;7;"motif_MENS BELT BLUE-32"
3243;7;"R-tree_RTP058-34"
3244;7;"twh_CP-F-34-White&Black-Free size"
3245;6;"JBS_SL-Stor-052"
3246;13;"Fmate_Chicken Shami Kabab"
3247;7;"sst_CTR-52-Size 42"
3248;14;"Tmall_ASA182"
3249;7;"Hawks_A22"
3250;1;"Fcafew_10115-M"
3251;7;"Posh_CS0122-14.5"
3252;4;"sstop_demask"
3253;16;"zubairco_JOJI 2007 Black"
3254;6;"JBS_SL-STOR-089"
3255;16;"edukaan_7017-Medi - 150 Pages Pad"
3256;5;"b&d_Blender Grinder BX225"
3257;1;"Artzy_MM-16"
3258;1;"Arty_S-03"
3259;7;"twh_GRTES219-XL"
3260;1;"LALA_BRO-04-A"
3261;6;"kkc_Ze'roach Gel 05gm"
3262;1;"LALA_SSC-008A"
3263;16;"Paramount_9789694947242"
3264;16;"Paramount_9789694948003"
3265;6;"emart_0-14"
3266;2;"greenroot_Dry Hair Oil"
3267;1;"akl_A131133524_MS-17_Blue"
3268;1;"Bata_Power-5389014-36-3"
3269;4;"Q Mobile-X700"
3270;1;"AKL_A132133007_GFKU2336_Green-M"
3271;1;"Ego_E02425-NV0-MDM"
3272;1;"mardaz_mardaz-00038-Standard Sixe"
3273;13;"Fmate_Sarson Ka Saag"
3274;6;"emart_0-74"
3275;1;"akl_A131133483_MS-02_Grey"
3276;7;"ssd_DNM-13-Size 32"
3277;7;"UC_SP-045-Medium"
3278;5;"R&I_Homage Generator 1KVG"
3279;16;"barico_BS010-"
3280;8;"stinnos_1134"
3281;2;"mau_110715 Pink Shimmer Kisses"
3282;7;"PucaM_KEVIN-WHITE GOLD-42"
3283;8;"J&J_JJNR61"
3284;6;"Dawlance_Microwave DW-131"
3285;1;"qzs_Baggy tapered pant"
3286;5;"dawlance_9188 Graphite Grey"
3287;1;"LALA_SSC-012B"
3288;1;"LALA_SSC-015A"
3289;1;"LALA_SSC-010A"
3290;16;"barico_BS030-"
3291;1;"LALA_SSC-010B"
3292;1;"LALA_SSC-009C"
3293;1;"LALA_SSC-014C"
3294;1;"LALA_SSC-015B"
3295;4;"nvc_Power Bank 1000 mAh"
3296;7;"ajmery_F9-781-M"
3297;7;"ajmery_DE-4-M"
3298;8;"Edukaan_201014"
3299;1;"ajmery_AJ-P3G-L"
3300;2;"phub_Gorgeous Woman  by Rasasi 100ml EDP"
3301;2;"phub_Blue For Men  by Rasasi 100ml  EDT "
3302;4;"emart_0-55"
3303;4;"PNY_Elite Performance High Speed SD Card - 32GB"
3304;7;"UC_SP-042-S"
3305;6;"MHS_Metallic Cuff White-Bed Sheet - [Size] Double"
3306;5;"mm_AG-1024"
3307;1;"ESPICO_Flora-Skin-38"
3308;1;"ESPICO_Cotton fancy Bra-Skin-38"
3309;7;"Ifsha_CU-0012"
3310;3;"UK_Kala Jamun Tin Pack 1000 Gms"
3311;5;"hyundai_HI1000 "
3312;16;"edukaan_7032-A4 - 6 Subjects"
3313;4;"Huawei Honour 5X"
3314;12;"HP_ 15-AC107TU _clear"
3315;16;"Paramount_9789694946948"
3316;7;"Amk_S-17-L"
3317;5;"jackpot_JP-187"
3318;16;"SCIFI_Dora_SC2206DMB"
3319;4;"nvc_VR Box 3D Glasses Pro 6 - 3.5 to 6.5 - White"
3320;4;"Dany Tab Q3+Audionic Heat AH-70 Headphones_bundle"
3321;8;"Trans2_LW 155"
3322;3;"MDF 005_Cashews Plain 250 gm"
3323;15;"Zia_QT17"
3324;15;"Zia_HS15"
3325;15;"Zia_QH1"
3326;15;"Zia_HS16"
3327;7;"Carson Black_CB-01-005-XL"
3328;6;"majestic_Sage Green 15 Pieces Cookware"
3329;1;"Q&Q_F295-204Y"
3330;13;"Fmate_Chicken Biryani (Boneless)"
3331;1;"akl_A131133511_MS-11_Beige"
3332;1;"akl_A131133561_MS-33_Light Green"
3333;1;"akl_A131133543_MS-30_Mustard"
3334;2;"itter_AB 1311"
3335;14;"ISN_Bundle"
3336;16;"swi_MXCTRS"
3337;4;"QMobile Noir S2"
3338;14;"Tmall_ASA194"
3339;7;"mohas_MH FB2-36"
3340;7;"Bata_Power-8389002-41-7"
3341;9;"Triumph_Fashion 93 WP-32-36"
3342;1;"AKL_DL-05-MULTI"
