"id_ventas";"id_estados";"id_productos";"id_tipospago";"orden";"fecha_venta";"cantidad_ordenada";"precio";"descuento";"total"
224162;1;492;9;100156574;"8/5/2016";3;299;0;0
224163;1;2731;1;100156575;"8/5/2016";1;349;0;349
224165;3;2732;1;100156576;"8/5/2016";1;799;0;799
224167;3;1800;1;100156577;"8/5/2016";1;30;0;30
224168;2;1024;3;100156578;"8/5/2016";1;19600;0;19600
224169;3;2733;1;100156579;"8/5/2016";1;400;0;400
224170;2;2364;1;100156580;"8/5/2016";1;1449;0;1449
224171;1;1060;1;100156581;"8/5/2016";1;15999;0;15999
224172;4;2603;1;100156582;"8/5/2016";1;460;0;826
224173;4;12;1;100156582;"8/5/2016";1;156;0;826
224174;4;772;1;100156582;"8/5/2016";1;210;0;826
224175;2;2630;2;100156583;"8/5/2016";1;4005;0;4005
224176;1;2628;1;100156584;"8/5/2016";1;2999;0;2999
224177;1;2504;1;100156585;"8/5/2016";1;399;0;399
224179;2;2470;1;100156586;"8/5/2016";1;399;0;399
224181;3;2663;1;100156587;"8/5/2016";1;720;0;720
224183;3;1818;1;100156588;"8/5/2016";1;399;0;399
224184;5;2663;1;100156589;"8/5/2016";1;720;0;2160
224186;5;2664;1;100156589;"8/5/2016";1;720;0;2160
224188;5;2611;1;100156589;"8/5/2016";1;720;0;2160
224190;3;2734;1;100156590;"8/5/2016";1;349;0;349
224192;3;2657;1;100156591;"8/5/2016";1;720;0;720
224194;3;2735;1;100156592;"8/5/2016";1;1950;0;1950
224196;1;2609;1;100156593;"8/5/2016";1;399;0;1197
224198;1;2680;1;100156593;"8/5/2016";1;399;0;1197
224200;1;2586;1;100156593;"8/5/2016";1;399;0;1197
224202;3;2196;1;100156594;"8/5/2016";1;600;0;600
224204;5;2609;1;100156595;"8/5/2016";1;399;0;1197
224206;5;2680;1;100156595;"8/5/2016";1;399;0;1197
224208;5;2586;1;100156595;"8/5/2016";1;399;0;1197
224210;3;2514;1;100156596;"8/5/2016";1;399;0;399
224212;3;1818;1;100156597;"8/5/2016";1;399;0;399
224213;2;2470;1;100156598;"8/5/2016";1;399;0;399
224215;1;2508;1;100156599;"8/5/2016";1;399;0;399
224217;1;2504;1;100156600;"8/5/2016";1;399;0;399
224219;1;1818;1;100156601;"8/5/2016";1;399;0;399
224220;3;2503;1;100156602;"8/5/2016";1;399;0;399
224222;3;2196;1;100156603;"8/5/2016";1;600;0;600
224224;3;2518;1;100156604;"8/5/2016";1;399;0;399
224226;3;14;1;100156605;"8/5/2016";1;320;0;320
224227;1;2736;1;100156606;"8/5/2016";1;910;0;910
224229;1;2664;1;100156607;"8/5/2016";1;720;0;720
224231;1;2737;1;100156608;"8/5/2016";1;2750;0;2750
224232;3;2463;1;100156609;"8/5/2016";1;399;0;399
224234;1;2503;1;100156610;"8/5/2016";1;399;0;399
224236;1;87;1;100156611;"8/5/2016";1;425;0;425
224237;1;2611;1;100156612;"8/5/2016";1;720;0;720
224239;3;2662;1;100156613;"8/5/2016";1;910;0;910
224241;1;2217;1;100156614;"8/5/2016";1;16899;0;16899
224242;1;2463;1;100156615;"8/5/2016";1;399;0;399
224244;1;2738;1;100156616;"8/5/2016";1;450;0;450
224246;1;197;1;100156617;"8/5/2016";1;655;0;655
224247;1;1331;1;100156618;"8/5/2016";2;140;0;280
224248;1;2739;1;100156619;"8/5/2016";1;32290;0;32290
224249;5;2656;1;100156620;"8/5/2016";1;295;0;590
224251;5;2658;1;100156620;"8/5/2016";1;295;0;590
224253;1;14;1;100156621;"8/5/2016";1;320;0;320
224254;3;56;1;100156622;"8/5/2016";1;30415;0;30415
224255;1;2642;1;100156623;"8/5/2016";1;295;0;295
224257;3;56;1;100156624;"8/5/2016";1;30415;0;30415
224258;1;128;1;100156625;"8/5/2016";1;2490;0;2490
224259;1;2657;1;100156626;"8/5/2016";1;720;0;720
224261;1;2740;1;100156627;"8/5/2016";1;910;0;910
224263;3;2466;1;100156628;"8/5/2016";1;399;0;399
224265;3;2469;1;100156629;"8/5/2016";1;399;0;399
224267;1;2741;1;100156630;"8/5/2016";1;2400;0;2400
224268;1;2645;1;100156631;"8/5/2016";1;295;0;295
224270;1;2469;1;100156632;"8/5/2016";1;399;0;399
224272;3;2470;1;100156633;"8/5/2016";2;399;0;798
224274;1;195;5;100156634;"8/5/2016";1;800;0;800
224275;1;207;1;100156635;"8/5/2016";1;99;0;297
224276;1;1076;1;100156635;"8/5/2016";1;99;0;297
224277;1;875;1;100156635;"8/5/2016";1;99;0;297
224278;3;2464;1;100156636;"8/5/2016";1;399;0;399
224280;3;2464;1;100156637;"8/5/2016";1;399;0;399
224282;3;2470;1;100156638;"8/5/2016";2;399;0;798
224284;3;2466;1;100156639;"8/5/2016";1;399;0;399
224286;2;2421;1;100156640;"8/5/2016";1;16899;0;16899
224288;1;2466;1;100156641;"8/5/2016";1;399;0;399
224290;1;2470;1;100156642;"8/5/2016";1;399;0;399
224292;1;2197;1;100156643;"8/5/2016";1;600;0;600
224294;1;343;1;100156644;"8/5/2016";1;1090;0;1090
224295;3;2463;1;100156645;"8/5/2016";1;399;0;399
224297;3;2463;1;100156646;"8/5/2016";1;399;0;399
224299;1;1431;1;100156647;"8/5/2016";1;2510;0;2510
224300;1;2470;1;100156648;"8/5/2016";1;399;0;399
224302;2;2742;1;100156649;"8/5/2016";1;275;0;275
224304;1;2514;1;100156650;"8/5/2016";1;399;0;399
224306;2;2449;1;100156651;"8/5/2016";1;24999;0;24999
224308;3;2743;1;100156652;"8/5/2016";1;1199;0;1199
224310;1;2744;1;100156653;"8/5/2016";1;1799;0;1799
224312;3;352;1;100156654;"8/5/2016";1;8420;0;8420
224313;1;2466;1;100156655;"8/5/2016";1;399;0;399
224315;3;2565;1;100156656;"8/5/2016";1;999;0;999
224317;3;2466;1;100156657;"8/5/2016";1;399;0;399
224319;3;2470;1;100156658;"8/5/2016";1;399;0;399
224321;1;2745;5;100156659;"8/5/2016";1;349;0;349
224323;1;2449;1;100156660;"8/5/2016";1;24999;0;24999
224325;1;2657;1;100156661;"8/5/2016";1;720;0;720
224327;1;1623;1;100156662;"8/5/2016";1;15999;0;15999
224328;1;2661;1;100156663;"8/5/2016";1;2200;0;2200
224329;3;2746;1;100156664;"8/5/2016";1;53676;0;53676
224330;3;2661;1;100156665;"8/5/2016";1;2200;0;2200
224331;1;2747;1;100156666;"8/5/2016";1;349;0;349
224333;1;2748;1;100156667;"8/5/2016";1;700;0;700
224335;3;2464;5;100156668;"8/5/2016";1;399;0;399
224337;1;2749;7;100156669;"8/5/2016";1;5040;0;5040
224338;5;2750;1;100156670;"8/5/2016";1;349;0;349
224340;1;2751;1;100156671;"8/5/2016";1;195;0;420
224341;1;2099;1;100156671;"8/5/2016";1;225;0;420
224342;3;2470;1;100156672;"8/5/2016";1;399;0;399
224344;1;2468;1;100156673;"8/5/2016";1;399;0;399
224346;1;2748;1;100156674;"8/5/2016";1;700;0;700
224348;1;2469;1;100156675;"8/5/2016";1;399;0;399
224350;1;1954;1;100156676;"8/5/2016";1;160;0;160
224351;1;2470;1;100156677;"8/5/2016";1;399;0;399
224353;1;2578;1;100156679;"8/5/2016";1;910;0;910
224355;1;2466;1;100156680;"8/5/2016";1;399;0;399
224357;1;2460;1;100156681;"8/5/2016";1;399;0;399
224359;1;2667;1;100156684;"8/5/2016";1;910;0;910
224360;3;2752;1;100156682;"8/5/2016";1;1750;0;1750
224361;1;1954;1;100156683;"8/5/2016";1;160;0;160
224363;1;2624;1;100156685;"8/5/2016";1;295;0;295
224365;3;2658;1;100156686;"8/5/2016";2;295;0;590
224367;1;2588;1;100156687;"8/5/2016";1;399;0;399
224369;1;2660;1;100156688;"8/5/2016";1;295;0;295
224371;1;2464;1;100156689;"8/5/2016";1;399;0;399
224373;3;2645;1;100156690;"8/5/2016";1;295;0;295
224375;1;54;5;100156691;"8/5/2016";1;325;0;325
224376;5;2578;1;100156692;"8/5/2016";1;910;0;910
224378;1;2753;1;100156693;"8/5/2016";1;1425;0;1425
224379;1;2578;1;100156694;"8/5/2016";1;910;0;910
224381;1;203;1;100156695;"8/5/2016";1;1200;0;1550
224382;1;222;1;100156695;"8/5/2016";1;350;0;1550
224383;1;2754;1;100156696;"8/5/2016";1;3739;0;3739
224385;1;2755;1;100156697;"8/5/2016";1;1300;0;1300
224387;1;2750;1;100156698;"8/5/2016";11;349;0;3839
224389;1;2642;1;100156699;"8/5/2016";1;295;0;295
224391;1;245;5;100156700;"8/5/2016";1;999;0;999
224392;1;2100;1;100156701;"8/5/2016";1;0;0;70
224393;1;2101;1;100156701;"8/5/2016";1;70;0;70
224394;1;241;1;100156702;"8/5/2016";1;250;0;250
224395;3;2664;1;100156703;"8/5/2016";1;720;0;720
224397;1;2604;5;100156704;"8/5/2016";1;600;0;600
224399;1;2466;1;100156705;"8/5/2016";1;399;0;399
224401;1;241;1;100156706;"8/5/2016";1;250;0;250
224402;1;302;1;100156707;"8/5/2016";1;180;0;886
224403;1;160;1;100156707;"8/5/2016";1;120;0;886
224404;1;159;1;100156707;"8/5/2016";1;120;0;886
224405;1;147;1;100156707;"8/5/2016";1;143;0;886
224406;1;716;1;100156707;"8/5/2016";1;180;0;886
224407;1;1041;1;100156707;"8/5/2016";1;143;0;886
224408;1;2604;5;100156708;"8/5/2016";1;600;0;600
224410;3;14;1;100156709;"8/5/2016";1;320;0;320
224411;1;2756;1;100156710;"8/5/2016";1;450;0;450
224412;3;487;1;100156711;"8/5/2016";1;805;0;805
224413;3;14;1;100156712;"8/5/2016";1;320;0;320
224414;1;2466;1;100156713;"8/5/2016";1;399;0;399
224416;2;110;1;100156714;"8/5/2016";1;3750;0;3750
224417;1;2419;1;100156715;"8/5/2016";1;16899;0;16899
224419;1;834;1;100156716;"8/5/2016";1;300;0;300
224420;1;2664;1;100156717;"8/5/2016";1;720;0;720
224422;2;172;2;100156718;"8/5/2016";1;1499;0;2998
224423;2;2719;2;100156718;"8/5/2016";1;499;0;2998
224424;2;2757;2;100156718;"8/5/2016";1;1000;0;2998
224425;2;2758;1;100156719;"8/5/2016";1;580;0;580
224427;1;2747;1;100156720;"8/5/2016";1;349;0;349
224429;1;1623;1;100156721;"8/5/2016";1;15999;0;15999
224430;1;490;1;100156722;"8/5/2016";1;415;0;415
224431;3;2747;1;100156723;"8/5/2016";1;349;0;349
224433;1;2504;1;100156724;"8/5/2016";1;399;0;399
224435;1;2504;1;100156725;"8/5/2016";1;399;0;399
224437;1;2645;1;100156726;"8/5/2016";1;295;0;295
224439;1;2656;1;100156727;"8/5/2016";1;295;0;295
224441;1;2678;1;100156728;"8/5/2016";1;295;0;295
224443;1;2759;1;100156729;"8/5/2016";1;295;0;295
224445;1;2509;1;100156730;"8/5/2016";1;399;0;399
224447;1;2663;1;100156731;"8/5/2016";1;720;0;720
224449;1;2736;1;100156732;"8/5/2016";1;910;0;910
224451;1;801;1;100156733;"8/5/2016";1;1790;500;1290
224452;1;2490;1;100156734;"8/5/2016";1;399;0;399
224454;1;2467;1;100156735;"8/5/2016";1;399;0;399
224456;1;1331;1;100156736;"8/5/2016";1;140;0;140
224457;5;2760;1;100156737;"8/5/2016";1;1435;0;1435
224459;1;2761;1;100156738;"8/5/2016";1;2475;0;2475
224460;3;1954;1;100156739;"8/5/2016";1;160;0;160
224461;1;14;1;100156740;"8/5/2016";1;320;0;320
224462;3;2466;1;100156741;"8/5/2016";1;399;0;399
224464;1;2364;1;100156742;"8/5/2016";1;1449;0;1449
224465;3;2518;1;100156743;"8/5/2016";1;399;0;399
224467;3;2463;1;100156744;"8/5/2016";1;399;0;399
224469;1;2643;1;100156745;"8/5/2016";1;295;0;295
224471;1;315;1;100156746;"8/5/2016";1;210;0;210
224472;1;292;1;100156747;"8/5/2016";1;290;0;290
224473;2;2762;2;100156748;"8/5/2016";1;1756;0;1756
224474;1;2503;1;100156749;"8/5/2016";1;399;0;399
224476;1;2611;1;100156750;"8/5/2016";1;720;0;720
224478;2;1113;1;100156751;"8/5/2016";1;20899;0;20899
224479;1;2377;1;100156752;"8/5/2016";1;580;0;580
224480;1;513;1;100156753;"8/5/2016";1;161;0;161
224481;1;2514;1;100156754;"8/5/2016";1;399;0;399
224483;1;2763;1;100156755;"8/5/2016";1;2465;0;2465
224484;1;2764;1;100156756;"8/5/2016";1;319;0;319
224485;1;508;1;100156757;"8/5/2016";1;180;0;180
224486;1;2765;5;100156758;"8/5/2016";1;700;0;700
224487;2;2246;6;100156759;"8/5/2016";1;60;0;60
224488;1;2554;1;100156760;"8/5/2016";1;399;0;399
224490;1;191;1;100156761;"8/5/2016";3;99;0;297
224491;1;2648;1;100156762;"8/5/2016";1;24999;0;24999
224493;1;1124;1;100156763;"8/5/2016";1;1299;0;1299
224494;1;207;1;100156764;"8/5/2016";1;99;0;99
224495;1;281;1;100156765;"8/5/2016";1;600;0;600
224496;1;207;1;100156766;"8/5/2016";2;99;0;198
224497;1;14;1;100156767;"8/5/2016";1;320;0;320
224498;1;207;1;100156768;"8/5/2016";1;99;0;99
224499;1;207;1;100156769;"8/5/2016";2;99;0;198
224500;1;207;1;100156770;"8/5/2016";2;99;0;198
224501;1;207;1;100156771;"8/5/2016";2;99;0;198
224502;1;2147;1;100156772;"8/5/2016";1;210;0;210
224503;3;2766;1;100156773;"8/5/2016";1;343;0;343
224504;1;207;1;100156774;"8/5/2016";1;99;0;99
224505;1;2504;1;100156775;"8/5/2016";1;399;0;399
224507;1;900;1;100156776;"8/5/2016";1;210;0;210
224508;1;133;1;100156777;"8/5/2016";1;170;0;540
224509;1;235;1;100156777;"8/5/2016";1;90;0;540
224510;1;91;1;100156777;"8/5/2016";1;280;0;540
224511;1;782;1;100156778;"8/5/2016";1;210;0;210
224512;3;2469;1;100156779;"8/5/2016";1;399;0;399
224514;1;2767;1;100156780;"8/5/2016";1;315;0;315
224515;1;2469;1;100156781;"8/5/2016";1;399;0;399
224517;1;2460;1;100156782;"8/5/2016";1;399;0;399
224519;1;857;1;100156783;"8/5/2016";1;180;0;180
224520;1;2460;1;100156784;"8/5/2016";1;399;0;399
224522;1;2768;1;100156785;"8/5/2016";1;295;0;295
224524;1;2769;1;100156786;"8/5/2016";1;210;0;210
224525;1;1623;1;100156787;"8/5/2016";1;15999;0;15999
224526;1;2658;1;100156788;"8/5/2016";1;295;0;295
224528;1;877;1;100156789;"8/5/2016";1;210;0;210
224529;3;2504;1;100156790;"8/5/2016";1;399;0;399
224531;1;2770;1;100156791;"8/5/2016";1;335;0;335
224532;1;207;1;100156792;"8/5/2016";1;99;0;99
224533;3;2611;1;100156793;"8/5/2016";1;720;0;720
224535;3;2504;1;100156794;"8/5/2016";1;399;0;399
224537;1;2607;1;100156795;"8/5/2016";1;24999;0;24999
224539;1;1348;1;100156796;"8/5/2016";1;380;0;780
224541;1;2771;1;100156796;"8/5/2016";1;400;0;780
224543;1;614;1;100156797;"8/5/2016";1;200;0;200
224544;1;2586;1;100156798;"8/5/2016";1;399;0;399
224546;1;2509;1;100156799;"8/5/2016";1;399;0;399
224548;3;2650;1;100156800;"8/5/2016";1;24999;0;24999
224550;1;2772;1;100156801;"8/5/2016";1;335;0;335
224551;3;1841;1;100156802;"8/5/2016";1;180;0;540
224552;3;302;1;100156802;"8/5/2016";1;180;0;540
224553;3;508;1;100156802;"8/5/2016";1;180;0;540
224554;1;771;1;100156803;"8/5/2016";1;210;0;210
224555;3;2147;1;100156804;"8/5/2016";1;210;0;210
224556;3;2611;1;100156805;"8/5/2016";1;720;0;720
224558;1;89;1;100156806;"8/5/2016";1;210;0;210
224559;1;2773;1;100156807;"8/5/2016";1;210;0;210
224560;5;2658;1;100156808;"8/5/2016";1;295;0;590
224562;5;2656;1;100156808;"8/5/2016";1;295;0;590
224564;1;127;1;100156809;"8/5/2016";2;1175;0;2350
224565;3;518;1;100156810;"8/5/2016";2;210;0;420
224566;5;2645;1;100156811;"8/5/2016";1;295;0;590
224568;5;2643;1;100156811;"8/5/2016";1;295;0;590
224570;3;2611;1;100156812;"8/5/2016";1;720;0;720
224572;3;2469;1;100156813;"8/5/2016";1;399;0;399
224574;1;1267;1;100156814;"8/5/2016";1;699;0;699
224576;1;2772;1;100156815;"8/5/2016";1;335;0;335
224577;1;486;1;100156816;"8/5/2016";1;210;0;210
224578;3;2387;1;100156817;"8/5/2016";1;210;0;210
224579;3;359;1;100156818;"8/5/2016";1;1950;0;1950
224581;1;2774;1;100156819;"8/5/2016";1;210;0;210
224582;1;2007;1;100156820;"8/5/2016";1;899;0;899
224583;3;2775;1;100156821;"8/5/2016";1;1099;0;1099
224585;3;2467;1;100156822;"8/5/2016";1;399;0;399
224587;3;2776;1;100156823;"8/5/2016";1;1099;0;1099
224589;1;2667;1;100156824;"8/5/2016";1;910;0;910
224591;2;2609;1;100156825;"8/5/2016";1;399;0;399
224593;1;2777;1;100156826;"8/5/2016";1;910;0;910
224595;1;2460;1;100156827;"8/5/2016";1;399;0;399
224597;1;2490;1;100156828;"8/5/2016";1;399;0;399
224599;1;2490;1;100156829;"8/5/2016";1;399;0;399
224601;3;2464;1;100156830;"8/5/2016";1;399;0;399
224603;3;2466;1;100156831;"8/5/2016";1;399;0;399
224605;3;2470;1;100156832;"8/5/2016";1;399;0;399
224607;5;2515;1;100156833;"8/5/2016";1;399;0;399
224609;2;2778;2;100156834;"8/5/2016";1;1599;0;1599
224610;1;2515;1;100156835;"8/5/2016";1;399;0;399
224612;3;2466;1;100156836;"8/5/2016";1;399;0;399
224614;3;33;1;100156837;"8/5/2016";1;455;0;455
224615;1;2609;1;100156838;"8/5/2016";1;399;0;399
224617;3;2779;1;100156839;"8/5/2016";1;450;0;450
224619;1;2645;1;100156840;"8/5/2016";1;295;0;295
224621;1;2464;1;100156841;"8/5/2016";1;399;0;399
224623;1;2658;1;100156842;"8/5/2016";1;295;0;295
224625;1;2464;1;100156843;"8/5/2016";1;399;0;399
224627;1;2386;1;100156844;"8/5/2016";1;210;0;210
224628;1;2768;1;100156845;"8/5/2016";1;295;0;295
224630;5;2675;1;100156846;"8/5/2016";1;295;0;295
224632;3;585;1;100156847;"8/5/2016";2;250;0;500
224633;1;2676;1;100156848;"8/5/2016";1;295;0;295
224635;3;2667;1;100156849;"8/5/2016";1;910;0;910
224637;1;2490;1;100156850;"8/5/2016";1;399;0;399
224639;1;2586;1;100156851;"8/5/2016";1;399;0;399
224641;5;2515;1;100156852;"8/5/2016";1;399;0;399
224643;1;2780;1;100156853;"8/5/2016";1;349;0;349
224645;3;2515;1;100156854;"8/5/2016";1;399;0;399
224647;2;2653;1;100156855;"8/5/2016";1;24999;0;24999
224649;1;2665;1;100156856;"8/5/2016";1;910;0;910
224651;2;2177;1;100156857;"8/5/2016";2;515;0;1030
224652;3;1482;1;100156858;"8/5/2016";1;8;0;8
224653;1;2747;1;100156859;"8/5/2016";1;349;0;349
224655;1;2747;1;100156860;"8/5/2016";1;349;0;349
224657;3;2518;1;100156861;"8/5/2016";1;399;0;399
224659;1;2777;1;100156862;"8/5/2016";1;910;0;910
224661;2;1482;3;100156863;"8/5/2016";2;8;0;16
224662;1;2781;1;100156864;"8/5/2016";1;400;0;2265
224663;1;577;1;100156864;"8/5/2016";1;410;0;2265
224664;1;2782;1;100156864;"8/5/2016";1;355;0;2265
224665;1;1986;1;100156864;"8/5/2016";1;270;0;2265
224666;1;34;1;100156864;"8/5/2016";2;90;0;2265
224667;1;2783;1;100156864;"8/5/2016";1;650;0;2265
224668;1;2784;1;100156865;"8/5/2016";1;349;0;349
224670;2;1482;1;100156866;"8/5/2016";1;8;0;8
224671;1;2665;1;100156867;"8/5/2016";1;910;0;910
224673;3;2466;1;100156868;"8/5/2016";1;399;0;399
224675;1;2785;1;100156869;"8/5/2016";1;280;0;280
224676;1;2460;1;100156870;"8/5/2016";1;399;0;399
224678;5;2786;1;100156871;"8/5/2016";1;779;0;779
224679;1;2786;1;100156872;"8/5/2016";1;779;0;779
224680;1;2504;1;100156873;"8/5/2016";1;399;0;399
224682;3;2100;1;100156874;"8/5/2016";3;70;0;210
224683;1;2364;1;100156875;"8/5/2016";1;1449;0;1449
224684;3;2100;1;100156876;"8/5/2016";1;70;0;70
224685;3;2768;1;100156877;"8/5/2016";1;295;0;295
224687;1;2467;1;100156878;"8/5/2016";1;399;0;399
224689;1;1623;1;100156879;"8/5/2016";1;15999;0;15999
224690;1;2470;1;100156880;"8/5/2016";1;399;0;399
224692;1;2466;1;100156881;"8/5/2016";1;399;0;399
224694;1;2787;1;100156882;"8/5/2016";1;295;0;295
224696;1;2514;1;100156883;"8/5/2016";1;399;0;798
224698;1;2470;1;100156883;"8/5/2016";1;399;0;798
224700;1;2514;1;100156884;"8/5/2016";1;399;0;399
224702;1;2463;1;100156885;"8/5/2016";1;399;0;399
224704;1;2460;1;100156886;"8/5/2016";1;399;0;399
224706;1;80;4;100156887;"8/5/2016";1;260;0;0
224707;3;2624;1;100156888;"8/5/2016";1;295;0;295
224709;3;2468;1;100156889;"8/5/2016";1;399;0;399
224711;2;2788;3;100156890;"8/5/2016";1;2499;0;2499
224712;1;2789;1;100156891;"8/5/2016";1;1499;0;5996
224713;1;2790;1;100156891;"8/5/2016";1;1499;0;5996
224714;1;396;1;100156891;"8/5/2016";1;1499;0;5996
224715;1;1873;1;100156891;"8/5/2016";1;1499;0;5996
224716;3;2463;1;100156892;"8/5/2016";1;399;0;399
224718;3;2667;1;100156893;"8/5/2016";1;910;0;910
224720;1;1612;1;100156894;"8/5/2016";1;10499;0;10499
224721;1;2010;1;100156895;"8/5/2016";1;895;0;895
224722;1;2791;1;100156896;"8/5/2016";1;1950;0;1950
224723;1;948;1;100156897;"8/5/2016";4;190;0;760
224724;1;2759;1;100156898;"8/5/2016";1;295;0;295
224726;1;2470;1;100156899;"8/5/2016";1;399;0;399
224728;1;2678;1;100156900;"8/5/2016";1;295;0;295
224730;1;2792;1;100156901;"8/5/2016";1;295;0;295
224732;1;2793;1;100156902;"8/5/2016";1;1049;0;1049
224734;1;2667;1;100156903;"8/5/2016";1;910;0;910
224736;1;2709;1;100156904;"8/5/2016";1;520;0;520
224738;1;2518;1;100156905;"8/5/2016";1;399;0;399
224740;5;2657;1;100156906;"8/5/2016";1;720;0;1015
224742;5;2642;1;100156906;"8/5/2016";1;295;0;1015
224744;1;1777;1;100156907;"8/5/2016";1;135;0;135
224745;1;2586;1;100156908;"8/5/2016";1;399;0;399
224747;1;1778;1;100156909;"8/5/2016";1;99;0;99
224748;1;2658;1;100156910;"8/5/2016";1;295;0;295
224750;1;802;1;100156911;"8/5/2016";1;80;0;80
224751;5;2466;1;100156912;"8/5/2016";1;399;0;399
224753;3;409;1;100156913;"8/5/2016";2;29000;0;58000
224754;1;7;1;100156914;"8/5/2016";2;80;0;160
224755;3;2657;1;100156915;"8/5/2016";1;720;0;720
224757;3;409;1;100156916;"8/5/2016";2;29000;0;58000
224758;1;2611;1;100156917;"8/5/2016";1;720;0;720
224760;1;2588;1;100156918;"8/5/2016";1;399;0;399
224762;1;2663;1;100156919;"8/5/2016";1;720;0;720
224764;1;72;1;100156920;"8/5/2016";1;1230;0;1230
224765;3;2518;1;100156921;"8/5/2016";1;399;0;399
224767;2;245;1;100156922;"8/5/2016";1;999;0;1398
224768;2;2504;1;100156922;"8/5/2016";1;399;0;1398
224770;3;2794;1;100156923;"8/5/2016";1;600;0;600
224772;1;1841;1;100156924;"8/5/2016";1;180;0;180
224773;2;2795;2;100156925;"8/5/2016";1;1399;0;1399
224774;1;2796;1;100156926;"8/5/2016";1;910;0;910
224776;3;386;1;100156927;"8/5/2016";1;340;0;340
224777;1;2729;1;100156928;"8/5/2016";1;349;0;349
224779;1;875;1;100156929;"8/5/2016";1;99;0;99
224780;3;107;1;100156930;"8/5/2016";1;99;0;99
224781;1;207;1;100156931;"8/5/2016";1;99;0;99
224782;1;2663;1;100156932;"8/5/2016";1;720;0;720
224784;1;1658;1;100156933;"8/5/2016";1;99;0;99
224785;1;2663;1;100156934;"8/5/2016";1;720;0;720
224787;1;191;1;100156935;"8/5/2016";1;99;0;99
224788;1;2663;1;100156936;"8/5/2016";1;720;0;720
224790;3;2645;1;100156937;"8/5/2016";1;295;0;590
224792;3;2643;1;100156937;"8/5/2016";1;295;0;590
224794;1;2762;1;100156938;"8/5/2016";1;1756;0;1756
224795;3;2658;1;100156939;"8/5/2016";1;295;0;295
224797;3;2656;1;100156940;"8/5/2016";1;295;0;295
224799;3;2656;1;100156941;"8/5/2016";1;295;0;295
224801;3;2466;1;100156942;"8/5/2016";1;399;0;399
224803;1;1818;1;100156943;"8/5/2016";1;399;0;399
224804;1;2514;1;100156944;"8/5/2016";1;399;0;399
224806;3;2504;1;100156945;"8/5/2016";1;399;0;399
224808;1;2460;1;100156946;"8/5/2016";1;399;0;399
224810;3;2797;1;100156947;"8/5/2016";1;2249;0;2249
224812;1;2504;1;100156948;"8/5/2016";2;399;0;798
224814;1;2663;1;100156949;"8/5/2016";1;720;0;720
224816;1;2490;1;100156950;"8/5/2016";1;399;0;399
224818;3;2518;1;100156951;"8/5/2016";1;399;0;399
224820;1;2466;1;100156952;"8/5/2016";1;399;0;399
224822;2;2421;1;100156953;"8/5/2016";1;16899;0;16899
224824;1;2798;1;100156954;"8/5/2016";1;699;333;549
224825;1;2799;1;100156954;"8/5/2016";1;350;167;549
224827;2;1113;1;100156955;"8/5/2016";1;20899;0;20899
224828;2;1818;1;100156956;"8/5/2016";1;399;0;399
224829;1;218;1;100156957;"8/5/2016";3;110;0;330
224830;1;1818;1;100156958;"8/5/2016";1;399;0;399
224831;3;2217;1;100156959;"8/5/2016";1;16899;0;16899
224832;1;2800;1;100156960;"8/5/2016";1;345;0;345
224833;1;2420;1;100156961;"8/5/2016";1;16899;0;16899
224835;1;2650;1;100156962;"8/5/2016";1;24999;0;24999
224837;1;2729;1;100156963;"8/5/2016";1;349;0;349
224839;1;2464;1;100156964;"8/5/2016";1;399;0;399
224841;1;2729;1;100156965;"8/5/2016";1;349;0;349
224843;1;2470;1;100156966;"8/5/2016";1;399;0;399
224845;1;2508;1;100156967;"8/5/2016";1;399;0;399
224847;1;2508;1;100156968;"8/5/2016";1;399;0;399
224849;1;2262;1;100156969;"8/5/2016";1;769;374;529
224850;1;247;1;100156969;"8/5/2016";1;260;126;529
224851;1;2514;1;100156970;"8/5/2016";1;399;0;399
224853;3;1249;1;100156971;"8/5/2016";1;600;0;600
224854;1;2682;1;100156972;"8/5/2016";1;399;0;399
224856;1;2801;1;100156973;"8/5/2016";1;520;0;520
224858;1;2466;1;100156974;"8/5/2016";1;399;0;399
224860;1;2802;1;100156975;"8/5/2016";1;399;0;399
224862;1;2204;1;100156976;"8/5/2016";1;419;0;419
224864;1;2470;1;100156977;"8/5/2016";1;399;0;399
224866;3;2466;1;100156978;"8/5/2016";1;399;0;399
224868;1;2803;1;100156979;"8/5/2016";1;285;141;514
224869;1;2804;1;100156979;"8/5/2016";1;430;212;514
224871;1;340;1;100156979;"8/5/2016";1;299;147;514
224872;1;2464;1;100156980;"8/5/2016";1;399;0;399
224874;1;2762;1;100156981;"8/5/2016";1;1756;0;1756
224875;1;2656;1;100156982;"8/5/2016";1;295;0;295
224877;1;2658;1;100156983;"8/5/2016";1;295;0;295
224879;1;143;1;100156984;"8/5/2016";1;160;0;160
224880;1;2460;1;100156985;"8/5/2016";1;399;0;399
224882;1;2469;1;100156986;"8/5/2016";1;399;0;399
224884;1;2514;1;100156987;"8/5/2016";1;399;0;399
224886;1;2780;1;100156988;"8/5/2016";1;349;0;349
224888;3;2514;1;100156989;"8/5/2016";1;399;0;399
224890;1;2675;1;100156990;"8/5/2016";1;295;0;295
224892;1;2784;1;100156991;"8/5/2016";1;349;0;349
